Is nuclear power a reasonable energy source?	Nuclear bombs are able to devastate whole landscapes. We should not allow this.	contradict	stance
Should musicians be payed for streaming music? (by Apple)	majority of musicians and independent labels playing ball with the Apples, Googles and Spotifys of the world, as if their industry vision is the only way forward.	contradict	stance
Has television destroyed the communication among friends and family?	You are just dumb.	contradict	stance
	There is a good reason	support	stance
Do celebrities get away with more crime than non-celebreties?	In TV they said celebrities are treated better.	contradict	stance
Is the grading system used in high school effective?	You're just a competitive idiot.	contradict	stance
Do we need a global environment task force?	Environment is the best thing we got. You can go into the forest, you can smell the leafs. You can get rid of bad thoughts when you wander around through nature. Everything has to be done to protect it. Also a global environment task force.	support	stance
The greek exit from the EU is a necessary step.	I really don't think so	support	stance
Do celebrities get away with more crime than non-celebreties?	I think you have absolutely no idead, thats all.	contradict	stance
Did media ignore crimes from refugees?	I think you are a bit paranoid, aren't you?	contradict	stance
The greek exit from the EU is a necessary step.	We may not exclude greeks from our society. We have learned to love each other over generations, now you want a divorce?	contradict	stance
Is Turkey ready to join the European Union?	Current civil unrest in Turkey is partly based on resentment of other European governments. Given the governments aren't getting along, it seems like Turkey isn't ready.	contradict	stance
Is it effective to censor parts of the media?	Yes, the Bild-Zeitung had the Bild-Girl for a while on the cover page. Can you remember? It was a nude girl. A NUDE GIRL. My children could see this nude girl. MY CHILDREN! Now they took it away, because many people were against it. But it should have been censored earlier.	support	stance
Should smoking at home be illegal?	If you are dumb enough to want to kill yourself then why should I have to be around it?	contradict	stance
Is nuclear power a reasonable energy source?	No,  its not worth the risk. So many people did already die because of radiation...	contradict	stance
Should animals have special rights?	If you don't allow animals to have rights, you shouldn't have them either.	support	stance
Is the oppression of women by men a serious problem?	How could someone oppress our women? They are our mothers, our lovers, our everything.. nobody would be so cruel.	contradict	stance
Is Neuer the best goalkeeper of the Soccer World Cup 2014?	Oliver Kahn was definitly the best worldkeeper when he played. He was trained by the same person as Neuer. Therefore Neuer was the best goalkeeper 2014 as well.	contradict	stance
Do we need a global environment task force?	People throw garbage out their windows.  Everyone throwing garbage out their windows will pile up in the streets.	support	stance
Is Microsoft the new Apple?	Apple has already succeeded when compared to Microsoft	support	stance
Should the fight versus the Islamic State include military operations?	A good friend of mine explains day by dy why we absolutely should operate with military operations against the IS and he is absolutely right!	support	stance
Should we allow animal testing for medical purposes?	Animals deserve to live, but humans are more important as a species therefore we can do whatever we want.	support	stance
Does school detention do any good in high school?	Detention is good because it will make the student see the error of their ways. They will behave better when they know that bad behavior is punished.	support	stance
Is Turkey ready to join the European Union?	Cause the country is led by a dictator.	contradict	stance
Should musicians be payed for streaming music? (by Apple)	My husband says the musicians earn enough. Why pay them extra?	contradict	stance
Do social networking sites have a positive impact on society?	They do have a positive impact on my son, he is more social now. Therefore they are good for society, too.	support	stance
Has anyone been on the moon?	well it is a lie. its in the conspiracy theories	contradict	stance
Do celebrities get away with more crime than non-celebreties?	I like how celebrities are treated like non-celebrities when it comes to the law.	contradict	stance
Is global warming really an issue?	Global warming isn't an issue or it would never snow.	contradict	stance
Is the legality of abortion desirable?	My stance is pro, not yours.	support	stance
Should gorillas be held in zoos	Gorillas are very huge creatures and it should not be kept anywhere	contradict	stance
Is the grading system used in high school effective?	I was at a normal school, and today i am studying. Obviously the grading system in high school was great.	support	stance
Is nuclear power a reasonable energy source?	But do you remember fukushima? It exploded. All nuclear reactors are potential bombs.	contradict	stance
Will flying cars ever become a reality?	Well, I was watching Home, and in that movie, they had flying objects, as well. And she didn't die in the movie. Obviously then it's okay	support	stance
Is Turkey ready to join the European Union?	Putin has nothing to say regarding the EU. It is our choice who joins and who does not. I think the country is ready. We are neighbours, we share much culture and many people from Turkey do already live in european countries. They are ready.	support	stance
Should gorillas be held in zoos	That Gorillas should be held in Zoos	contradict	stance
Should the price for milk be increased?	no. Price of milk is already too high	contradict	stance
Is plastic surgery an important field of medicine?	Medicine needs more doctors like house MD.	contradict	stance
Should cellphones be used during class?	No cellphones shouldn't be used during class. Students will never listen to teachers and they will cheat on tests.	contradict	stance
Should non-European immigrans in Europe be accepted?	A police patrol just arrested two immigrants from Africa for breaking into a family house in Bayern. We MUST keep our borders closed  for these criminals.	contradict	stance
Is global warming really an issue?	I know that differences in global temperatures are  totally normal and have been happening for hundreds of thousands of years. This has never been a problem. Now it isnt one as well.	contradict	stance
Should non-European immigrans in Europe be accepted?	Refugees mostly flee from the war, poverty or tyranny in their countries. Unless these problems are solved to some extent and they have some other safe place to reside in, except EU, they should be welcome.	support	stance
Should computers be allowed in class rooms?	Computers are unavoidable in present days!	support	stance
Should high schools provide daycare services for students who have children?	I think it would help those people get an education which would be good for their children.	support	stance
Should we allow animal testing for medical purposes?	yes	support	stance
Should musicians be payed for streaming music? (by Apple)	Apple must pay the artist! You want them to do living for free and end up on the street while you're listening to their music from your brand new iShit?	support	stance
Is television an effective tool in building the minds of children?	"Well, depends on what is meant by ""building the minds"" - but in general, television is a really good tool for brainwashing the children, especially in early ages."	support	stance
Should countries adopt heavier penalties for drug use and drug trafficking?	I get mad when i think about all these poor guys on the street, having no home, no job, no family. All because they started taking drugs. Its so sad, we need heavier penalties.	support	stance
Should countries adopt heavier penalties for drug use and drug trafficking?	Rather than adopting stiffer penalties for drug use we should focus more on counseling. Drug trafficking is another story.	contradict	stance
Is it justified to develop nuclear energy for commercial use?	i dont like nuclear energy...	support	stance
Is Microsoft the new Apple?	But Steve jobs said: MICROSOFT IS THEEEEEEEE COMPANY. Microsoft, not apple.	contradict	stance
Is nuclear power a reasonable energy source?	Yes because my grandmother always tell me so.	support	stance
Do we need a global environment task force?	It is people like you who force us normal people into the dictatorship of unnecessary organizations.	contradict	stance
Has anyone been on the moon?	Yes, we have proof and don't need some nuts saying otherwise.	support	stance
Will flying cars ever become a reality?	There is lot of technological developments needed to implement this strategy.	contradict	stance
Does school detention do any good in high school?	Detention is effective because it forces kids to spend some time on homework, takes them away from friends who might be getting them in to trouble, and forces them to miss activities they might prefer to be at, so it deters repeat bad behavior.	support	stance
Is nuclear power a reasonable energy source?	George Clooney says we'll destroy the planet with nuclear power plants	contradict	stance
Is the oppression of women by men a serious problem?	Of course! I mean, innocent women don't deserve such a bad men's attitude.	support	stance
Is plastic surgery an important field of medicine?	"All these women who are unsecure because of their small breasts and big asses. Life would be so much better without these chauvinist-plastic-""MD's"""	contradict	stance
Should high schools provide daycare services for students who have children?	Im sure you have no children. That is the reason why you write something like this.	support	stance
Should we all home school our kids?	No or would you prefer to ruin their little lives.	contradict	stance
Should we allow animal testing for medical purposes?	No, the cute little bunnies and sweet monkeys do not deserve to suffer!	contradict	stance
Should we all home school our kids?	Yes, dont give away your children to strangers. First: they cannot give as much love as a mother can give. Second: Dont trust strangers, they might be sexual criminals.	support	stance
Do celebrities get away with more crime than non-celebreties?	I think whatever celebrities do, no one should care. Most of them are totally awkward and do only want to get more money than they already have.	support	stance
Has anyone been on the moon?	You believe every retard on the internet, do you?	support	stance
Is Turkey ready to join the European Union?	Sure Turkey is ready to join the European Union.  It would be a good thing for them to unit with another country.	support	stance
Should computers be allowed in class rooms?	Computers should be allowed in class rooms.	support	stance
Are single sex schools more effective than co-ed schools?	Personally I’d go co-ed.	contradict	stance
Is nuclear power a reasonable energy source?	Alternative energy resources are too expensive.	support	stance
Does Christiano Ronaldo deserve the title as worlds-greatest soccer-player?	Are you dumb? This is no reason against the title as worlds-greatest soccer-player, it is completely off topic.	support	stance
Will flying cars ever become a reality?	That flying cars will become a reality	support	stance
Are single sex schools more effective than co-ed schools?	Seriously, our society depends on us interacting with each, at the very least, since we each make up over half the damn species!	contradict	stance
Is drug testing athletes justified?	Yes, because drug-use in professional-sport is quite common. If we dont test for drugs now,  soon nobody will be able to take part there without taking drugs.	support	stance
Is Christianity a peaceful religion?	The instructions given in the new testament, which christians should observe, are peaceful and focused on love.	support	stance
Should driving under the influence of alcohol be forbidden?	Yes, but we also need to worry about people who don't wear seatbelts, since they cause health care rises to go up for everyone.	support	stance
Is Apple's Swift the new star?	But many guys from my programming-course say, that only C is the real programming-language and that Apples Swift is for hipsters only.	contradict	stance
Are Quentin Tarantinos movies too violent?	If you think they're too violent, maybe you should go back to watching Disney movies because you can't handle the harsh reality of the world.	contradict	stance
Should high schools provide daycare services for students who have children?	Yes, our society definitly wants students to have children, for two reasons: First: students are smart, therefore their children might be smart, too. Second: older women have higher risks at giving birth. Students have the perfect age.	support	stance
Should marijuana be legalized for individual use due to health condition?	because due to health condition it can be legalized otherwise not	support	stance
Is drug testing athletes justified?	Depends how an athlete achieves the his best.	support	stance
Has anyone been on the moon?	There must have been people on the moon because there are movies about it.	support	stance
Should we allow animal testing for medical purposes?	Yes	support	stance
Are humans to blame for certain animal extinctions?	We know that only the fittest can survive in this world.	contradict	stance
Is Apple the new Microsoft?	I dont think thats the case. Both companies serve different types of customers. Microsoft creates operating-systems for the average pc-user whereas apple has specialized on products for Yuppies.	contradict	stance
Should marijuana be legalized for individual use due to health condition?	Of course, don't you want to live in a free world?	support	stance
Is the legality of assisted suicide desirable?	How can people be so cruel enough to watch someone slowly die in terrible pain and suffering?	support	stance
Do school uniforms make school a more effective place to learn?	Uniforms are common in armies. They are totally usefull.	support	stance
Do celebrities get away with more crime than non-celebreties?	I read in the newspaper, that OJ Simpson murdered his wife. He got away. Q.e.d.	support	stance
Is Neuer the best goalkeeper of the Soccer World Cup 2014?	Yes,  my soccer coach loves him.	support	stance
Should we allow animal testing for medical purposes?	Some people did already die because of medicine, which has not been tested on animals. All others who take such medicine will also die, if it stays illegal.	support	stance
Are single sex schools more effective than co-ed schools?	Mixed schools are in the majority. And the rate of children getting parents is very low. You are just feared.	contradict	stance
Is it beneficial for the development of young children to study together with people with mental handicaps?	Their must be something wrong with you and your child.	contradict	stance
Should the fight versus the Islamic State include military operations?	So many people did already die, so much harm was already done. So many people did already lose their relatives. Not more of this.	contradict	stance
Should we allow animal testing for medical purposes?	Animal lives are less important than human lives	support	stance
Is the grading system used in high school effective?	The grading system works because all the kids from this country use it.	support	stance
Are single sex schools more effective than co-ed schools?	It is healthier to have co-ed schools as they spread harmony.	contradict	stance
Should we allow animal testing for medical purposes?	It is against moral principles to torture or kill animals who feel pain.	contradict	stance
Are humans to blame for certain animal extinctions?	Yes because they are selfish.	support	stance
Should non-European immigrans in Europe be accepted?	We must keep Europe safe - these people are mostly muslim terrorist and they're going to overtake our country if we let them in!	contradict	stance
Should Christians accept same sex marriage?	Why would anyone think that? Bestiality is already a crime. You don't need to go there.	support	stance
Does school detention do any good in high school?	Yes, if someone is bad at school or has some misbehavior, additional time in school could help him to catch up for lost time.	support	stance
Is veganism the best for our bodies?	I guess you are vegan. You can see what it makes out of people...	contradict	stance
	You should be able to censor media.	support	stance
Do celebrities get away with more crime than non-celebreties?	Celebrities are poor, isolated, suffering human beings.	support	stance
Should non-European immigrans in Europe be accepted?	What is an immigran? A good gran. Anyone who says otherwise is a bad person.	support	stance
Should countries adopt heavier penalties for drug use and drug trafficking?	I should know, because I know a lot of people that do drugs and they don't deserve stiffer penalties.	contradict	stance
Has television destroyed the communication among friends and family?	I respected my parents instead of watching tv, i talked to them. My children dont talk to me, that is so sad.	support	stance
Is the grading system used in high school effective?	The grading system works perfectly because my brother said his teacher told him so.	support	stance
Should driving under the influence of alcohol be forbidden?	No one should ever drive while under the influence of alchol or anything else that would alter their driving ability.	support	stance
Should animals have special rights?	An Insect does not need any rights.	contradict	stance
Is Neuer the best goalkeeper of the Soccer World Cup 2014?	Neuer was the best goalkeeper at the World Cup therefore he is the best goalkeeper of all time.	support	stance
Should smoking at home be illegal?	Because it brings health problems for my kids	contradict	stance
Should Germany deport criminal refugees?	Why should the criminals become a danger to someone else's society?	contradict	stance
Are humans to blame for certain animal extinctions?	Yeah but according to most scientists, there are animals going extinct in Brazil that we don't even know about. How could we put all animals in the zoo that we don't even know about.	support	stance
Is drug testing athletes justified?	No,  general suspicion is bad. Many bikers did never cheat with drugs.	contradict	stance
Is Turkey ready to join the European Union?	Putin does not like Turkey, because they shot a russian jet. We should listen to Putin.	contradict	stance
Should cellphones be used during class?	What if somebodys mother dies and the student is in class. Why can he not answer his phone? How can you be so heartless?	support	stance
Is Apple the new Microsoft?	Apple must be good in making computers, like Microsoft has been in the past, because nowadays I see more and more students using Apple hardware at the computer science department!	support	stance
Should the title of a univsersity-doctor be shown on the identification-card?	Why do you want a university-doctor's title to be shown on their identification-card? You must be one yourself, you egotistic prick ! Does it make you feel respected that we all know your little title?	support	stance
Is Apple the new Microsoft?	I guess there are 10 times as many yuppies as average users?	support	stance
Should smoking at home be illegal?	No, dont take awa our freeom. That is what william wallace fought for. So many people died and shed tears for freedom, now you want to throw it away?	contradict	stance
Is the oppression of women by men a serious problem?	No, in my neihgbourhod no women is getting oppressed. Therefore it is no problem.	contradict	stance
Is the Deutsche Post-strike justified?	The deutsche post-strike is bad for my children. Now they wont get a present for christmas. Why do they do this?	contradict	stance
Is it reasonable to be in talks with Baschar al-Assad?	Aren't you patriotic? If America wants to see him gone, isn't getting rid of him the right thing to do?	contradict	stance
Has television destroyed the communication among friends and family?	It makes my heart break when I see children sitting home alone on the couch today watching Spongebob. My mother spent time with me when I was young!	support	stance
Should high schools provide daycare services for students who have children?	We should worry about what benefits society in a whole than just one group of people.	support	stance
Is Microsoft the new Apple?	Not at all. Steve jobs and Steve Ballmer are good business people.	support	stance
Will flying cars ever become a reality?	Flying like a bird has always been the dream of most humans. If we keep our eyes in the sky, we can reach everything, including flying cars.	support	stance
Do celebrities get away with more crime than non-celebreties?	Celebrities may not get off easy.	contradict	stance
Should we allow animal testing for medical purposes?	Testing animals should be approved.	support	stance
Should economical growth always be the ultimate goal of every country?	Did you read the Book from Jordan Belfort or watch his movie wolf of wallstreet? Money is everything. Economical growth means more money.	support	stance
Does school detention do any good in high school?	It helps lower the chances of students not following directions.	support	stance
Is Apple's Swift the new star?	No too many followers will clone it because they have no mind of their own and want quick money.	contradict	stance
Is the Deutsche Post-strike justified?	Remember the deutsche bahn-strike?  It was useless. Strikes are useless.	contradict	stance
Is democracy the best system available?	Of course it is! All of the best nations in the world are democratic.	support	stance
Are Quentin Tarantinos movies too violent?	It's fine for some folks, but others may have traumas for weeks after seeing them.	support	stance
Should Christians accept same sex marriage?	all people are the same	support	stance
Is plastic surgery an important field of medicine?	Ugly people deserve to remain ugly!	contradict	stance
Has anyone been on the moon?	Of course they have been on the moon.	support	stance
Should we allow animal testing for medical purposes?	Animals do not have souls	support	stance
Do celebrities get away with more crime than non-celebrities?	I think they if you ask any mother of them, they will all tell you that is not true.	contradict	stance
Is Apple's Swift the new star?	Swift is very popular.	support	stance
Is it effective to censor parts of the media?	Censoring media is necessary.	support	stance
Is it beneficial for the development of young children to study together with people with mental handicaps?	Mentally handicapped people are often overlooked	support	stance
Should marijuana be legalized for individual use due to health condition?	Marihuana should be allowed as medical drug	support	stance
Are humans to blame for certain animal extinctions?	I have to admit that i did already kill some bees, because they flew around in my room. Now i heard, that bees are dying more and more. It is obvious, that humanity is responsible.	support	stance
Should driving under the influence of alcohol be forbidden?	I am sure that it is unsafe to drink and drive.	support	stance
Is Microsoft the new Apple?	As long as Microsoft doesn't fix the numerous bugs in windows, it is not becoming the new Apple.	contradict	stance
Should countries adopt heavier penalties for drug use and drug trafficking?	When the prohibition in the USA was introduced, people thought the same. But it turned out, that heavier penalties and more bans lead to more criminals, not less. Im sure that heavier penalties for drugs wont have a positive impace as well.	contradict	stance
Should driving under the influence of alcohol be forbidden?	It will save numerous lives.	support	stance
Will flying cars ever become a reality?	No way, flying cars will never become a reality.	contradict	stance
Is democracy the best system available?	Monarchy in Bavaria has failed. So must follow all other non-democratic systems.	support	stance
Is the legality of assisted suicide desirable?	My priest said, that god wants us to live. He gave us life as a present. We may not throw it away like garbage by killing ourselves.	contradict	stance
Will flying cars ever become a reality?	Even if that were the case (which it sure isn't) you would be the very, very last person be informed that we can finally use flying cars. You know, just to save the world from your dumbass crashing into everything and everyone like you usually do.	contradict	stance
Should marijuana be legalized for individual use due to health condition?	Marijuana has been shown in some cases to alleviate negative side effects from chemotherapy treatments, even when other treatments for the same side effects were ineffective. Patients deserve legal access to medicines which, when prescribed by a physician, provide relief for their symptoms.	support	stance
Is plastic surgery an important field of medicine?	It helps celebrities look better, in a way.. But the price they are willing to pay pushes the prices up and this is a problem for those in need..	contradict	stance
Is global warming really an issue?	Everybody who sais, that global warning is no issue is a retard	support	stance
Are single sex schools more effective than co-ed schools?	I would much prefer my children attend single-sex high schools.	support	stance
Does Christiano Ronaldo deserve the title as worlds-greatest soccer-player?	My brother explicitively told me that he does not deserve that title!	contradict	stance
Should we allow animal testing for medical purposes?	If a serious desease can be cured with the help of animal testing, we shpuldn't hesitate.	support	stance
Are single sex schools more effective than co-ed schools?	My son was on the Montesori-school. This school is mixed and he loved it. He said it was the best school ever.	contradict	stance
Do social networking sites have a positive impact on society?	Social networking sites are a waste of time. A year ago i had a facebook-account myself. I woke up, checked the status of my profile, read through the posts of others. It was such a waste of time. After some weeks i deleted the account again and i realized, that i had much more time to do what i really wanted.	contradict	stance
Will flying cars ever become a reality?	Every advanced technology we have today were surely not expected to become reality 100 years ago. So flying cars must become reality.	support	stance
Should Christians accept same sex marriage?	Yes, because if they don't, that makes them hateful intolerant bigots.	support	stance
Should cellphones be used during class?	No. Students should pay attention to the teacher and his teaching-material. Cellphones distract.	contradict	stance
Should gorillas be held in zoos	These sweet gorillas would die in the wild. Predators are vile in their natural habitat and zoos only protect these sweet animals.	support	stance
Is tupac the most influential rapper in history?	Just another success that died.	contradict	stance
Is Turkey ready to join the European Union?	No, they are not up to the standards of the rest of the EU.	contradict	stance
Should the fight versus the Islamic State include military operations?	Anyone who doesn't believe so is a naive idiot!	support	stance
Should the fight versus the Islamic State include military operations?	The IS can do what he wants to because people like you close their eyes.	support	stance
Is drug testing athletes justified?	drug testing athletes is justified.	support	stance
Should smoking at home be illegal?	imagine that you are an innocent bystander that is trapped in a room with little to no ventilation, and a poisonous gas is pouring in. Any other type of chemical beyond cigarette smoke would have people being desperate to get out of that room. We must ban smoking in one's home or else risk trapping future generations in a room with this poisonous gas.	support	stance
Should gorillas be held in zoos	Maybe he looked healthy, but other gorillas are suffering. Thats just natural, because these animals are wild. They need more space than zoos can provide. Furthermore they are used to other climate conditions.	contradict	stance
Is Christianity a peaceful religion?	Not really... like Islam. I mean, if you look into Quaran, every second verse is full of violence!	contradict	stance
Is Microsoft the new Apple?	Bill gates spent so much money, hi is the best. He has so much love to give. His foundation collects billions of dollars from billionaires and gives it to the poor. Apple does just want to get money. So shameful.	contradict	stance
Should economical growth always be the ultimate goal of every country?	Steady growth can't be the ultimate goal!	support	stance
Is the Deutsche Post-strike justified?	I know a woman that works at Deutsche Post, she does not look so tired... Why are they on strike?	contradict	stance
Is Christianity a peaceful religion?	Jesus also beat up merchants who were selling goods in the temple. If the religion is built upon his teachings, then it also includes violance.	contradict	stance
Is the oppression of women by men a serious problem?	Women are the mothers of our babies. Why would any man hurt his beloved one? That does not happen.	contradict	stance
Should countries adopt heavier penalties for drug use and drug trafficking?	No - some of the people using drugs can't help themselves. Do you really want to lock them up? They need help, not punishment.	contradict	stance
Is the grading system used in high school effective?	All these children who cry because they get bad marks. Stop this!	contradict	stance
Is it justified to develop nuclear energy for commercial use?	Germany doesn't have access to other types of resources for power generation.	contradict	stance
Do school uniforms make school a more effective place to learn?	You are only against it, because you are poor.	support	stance
Is Apple's Swift the new star?	I don't even know what we are talking about, very sorry	support	stance
Is Christianity a peaceful religion?	Jeses loves us humans so much, he wants us to pray and get to heaven to the holy father.	support	stance
Should driving under the influence of alcohol be forbidden?	So far there is a limit of 0.5 per-mille. With this amount of alcohol you are able to drive safely. Therefore the answer is no.	contradict	stance
Do school uniforms make school a more effective place to learn?	Just because another place is doing something isn't a good reason to start doing something.	contradict	stance
Are Quentin Tarantinos movies too violent?	While depiction of violence in movies does reflect violent acts that appear in the real world, such depictions only introduce more negative examples of human behavior into discourse, and thus are all detrimental. Quentin Tarantino's movies are too violent not because of an excess of violence, but that they depict any violence.	support	stance
Is nuclear power a reasonable energy source?	Nuclear power is too dangerous .	contradict	stance
Do we need a global environment task force?	Well, environmentalists and scientists think there should be one. They are the most knowledgeable.	support	stance
The greek exit from the EU is a necessary step.	Greece should be kicked out of the Eurozone! These lazy people and social system doesn't deserve support from hard-working states like Germany.	support	stance
Is the Deutsche Post-strike justified?	I support the strike in Deutsche Post. Everyone deserves fair working conditions.	support	stance
Is it justified to develop nuclear energy for commercial use?	Nuclear power generation helps to lower carbon dioxide (and other greenhouse gases) released into the atmosphere in power generation	support	stance
Should musicians be payed for streaming music? (by Apple)	They won't be able to produce any music if they don't ever get paid for it.	support	stance
Will flying cars ever become a reality?	Back To The Future showed that flying cars were going to be in the future, so of course they will be.	support	stance
Has television destroyed the communication among friends and family?	Television didn't destroy the communication among friends and families.	contradict	stance
Did Titanic really deserve 11 oscars at once?	No, there are much better movies, which got less.	contradict	stance
Is Neuer the best goalkeeper of the Soccer World Cup 2014?	The, he definitely is - he was a great support for his team, had so many good catches, etc.	support	stance
Is it justified to develop nuclear energy for commercial use?	Nuclear energy should be used commercially, because everybody will benefit from a better economy.	support	stance
Is it justified to develop nuclear energy for commercial use?	We should avoid nuclear energy completely.	contradict	stance
Is it effective to censor parts of the media?	no, because arguing is manifestation of autonomy	contradict	stance
Should high schools provide daycare services for students who have children?	Children need daycare. But university is not the right place for daycare services. University is a place for education. There are enough existing public and private daycare-services. Put your children there.	contradict	stance
Should high schools provide daycare services for students who have children?	The main point of high schools is educating, thats true. Nevertheless university provides services, which you can get outside of university as well. Think about sport-fields or dining-halls. Why not daycare?	support	stance
Is the grading system used in high school effective?	The grading system is not effective because it doesn't consider all types of learning styles of the students.	support	stance
Should economical growth always be the ultimate goal of every country?	Without money, you can not even have christmas, think about it	support	stance
Heavy Metal is the best music ever!	Heavy metal is so loud. It can destroy your hearing. I prefer classical music. Mozart was a genius. And you might get a genius as well, if you listen to it.	contradict	stance
Is Christianity a peaceful religion?	No, that only applies to Catholics.	support	stance
Should we allow animal testing for medical purposes?	I was told by my dad that this would work.	support	stance
Do school uniforms make school a more effective place to learn?	yes uniforms make school very effective	support	stance
Is it effective to censor parts of the media?	You are one of those liberals with long hair,  right?	support	stance
Is Neuer the best goalkeeper of the Soccer World Cup 2014?	Neuer is  the best goalkeeper of the  Soccer WorldCup 2014.	support	stance
Should economical growth always be the ultimate goal of every country?	depends how you define growth. if any economic activity is growth, than going to doctors is economic growth and country is better, but should sick people be the goal? i doubt.	contradict	stance
Is the legality of abortion desirable?	There are many cases, where abortion should be legal.E.g.  if a mother would die during the birth-process, the state should leave the decision to her, as it is her life.	support	stance
Is the grading system used in high school effective?	it gives students a feeling of their performance as compared to others in class.	support	stance
Is Neuer the best goalkeeper of the Soccer World Cup 2014?	I didnt watch the worldcup.  But he did a good job in the Bundesliga. Im sure he was the best.	support	stance
Is it effective to censor parts of the media?	Censorship is to be effective on people that are not monitored by adults.	support	stance
Should the title of a univsersity-doctor be shown on the identification-card?	Well, that's probably another kind of doctors.. But back to the point - I think it's nonsense.. And I'm pretty sure most people see it the same.	contradict	stance
Should the title of a univsersity-doctor be shown on the identification-card?	Yes, because science is a fundamental of our society. By showing the doctor on the id-card you award someones effort for it.	support	stance
Should we allow animal testing for medical purposes?	Tests can be also conducted by numerical simulations.	contradict	stance
Should computers be allowed in class rooms?	No, because computers distract students. Very often they use computers for reasons not related to the class, which ultimately diminishes the educational effect of the class.	contradict	stance
Has television destroyed the communication among friends and family?	Smartphones were nice for the communication among friends and family, because everybody can reach everyone else anytime. Why should television be bad?	contradict	stance
Heavy Metal is the best music ever!	Heavy Metal is just a genre.	contradict	stance
Should economical growth always be the ultimate goal of every country?	Economic growth is always the most important thing we should focus on, especially when we're busy fighting wars on  behalf of other countries.	support	stance
Did media ignore crimes from refugees?	We should build a wall to keep them out	support	stance
Is drug testing athletes justified?	Yes because the poor athletes who play in a fair way.	support	stance
Is it reasonable to be in talks with Baschar al-Assad?	Just think about all these people that are loosing their homes. War is immoral and destroys only economy and lives.	support	stance
Should we all home school our kids?	Parents that have the ability would be the majority of ones that home school.	support	stance
Should smoking at home be illegal?	If people smoke at home they hurt their family-members, the one they love, through passive-smoke. It was such a shame if this was not illegal.	support	stance
Is the legality of abortion desirable?	Abortion means freedom for women.	support	stance
Should musicians be payed for streaming music? (by Apple)	No, my father always says that the musicians earn enough money making their concerts.	contradict	stance
Is it justified to develop nuclear energy for commercial use?	Its not good to use nuclear energy because it hurts the earth but you are to stupid to know that.,	contradict	stance
Are single sex schools more effective than co-ed schools?	Co-ed schools are better for life.	contradict	stance
Are single sex schools more effective than co-ed schools?	I think it is generally accepted amongst educators that single-sex schools at high school level is better for learning outcomes than co-ed schools.	support	stance
Is it effective to censor parts of the media?	Yes, and that is why we do also have to censor the web. Think about all the brutality, which poisons our minds, all this porn that poisons the thoughts and relationships of our children.	support	stance
Does school detention do any good in high school?	I had detention when I was in high school, and the teacher really helped me turn my life around. Without his guidance in my detention time, I wouldn't have known anyone in the world cared about what happened to me. He saved my life, and I owe him everything. Don't you want other students to have that opportunity to learn and grow after making mistakes?	support	stance
Should Christians accept same sex marriage?	Christians should follow the rules of their religion.	contradict	stance
Has anyone been on the moon?	I believe that you have no idea, thats why you didnt write a constructive argument.	contradict	stance
Should gorillas be held in zoos	Zoos are very important for little children,  because they learn to recognize animals, which they have never seen so far.	support	stance
Should gorillas be held in zoos	No, I don't like gorillas.	contradict	stance
Should computers be allowed in class rooms?	That's a real stupid argument!	support	stance
Is Christianity a peaceful religion?	What about all the killings the pope or the catholic church ordered through out history?	contradict	stance
Is the grading system used in high school effective?	No, the scandinavian schools use another system and their students are the worlds best. We are just average. It is not that effective.	contradict	stance
Is Microsoft the new Apple?	Well you should have provided some reasons and picked the right side. Anyway, Microsoft is simply missing that feeling for a perfect design and user experience, that Apple has.	contradict	stance
Should we all home school our kids?	Homeschooling leads to socially maladapted children.	contradict	stance
Is drug testing athletes justified?	For little children it is already enough if one cheats. they might get drug addicts as well. You have the choice, save children or drug addicts.	support	stance
Do celebrities get away with more crime than non-celebrities?	I do just think, that germany is fair. You got a health-insurance for everyone, even for celebs. Thats why legal system has to be fair, too.	contradict	stance
Is drug testing athletes justified?	I want to protect freedom, thats why im against it.	contradict	stance
Do celebrities get away with more crime than non-celebreties?	Celebrities seem to be in the same amount of trouble are non-celebrities because I have seen some of their mug shots. They go to jail for drunk driving and the like.	contradict	stance
Should marijuana be legalized for individual use due to health condition?	Sick people suffer so much from pain and other symptoms that they deserve to forget through the use of marijuana.	support	stance
Should marijuana be legalized for individual use due to health condition?	No, see what alcohol did to our society. 100000s of alcoholics lost for the job market. Want the same for wheed?	contradict	stance
Is drug testing athletes justified?	No! We should not doubt the nations' best athletes by putting them under general suspicion.	contradict	stance
Should the fight versus the Islamic State include military operations?	It should because they don't appeal to reason. If we stop using military for then they would just overrun us.	support	stance
Is nuclear power a reasonable energy source?	Nuclear power is effective and reasonable energy source.	support	stance
Is nuclear power a reasonable energy source?	Nuclear energy threatens the health of every citizen.	contradict	stance
Should Christians accept same sex marriage?	If you are christian and against same sex-marriage you have hitlers mindset.	support	stance
Do we need a global environment task force?	If I look at all these global organizations (OSN, NATO, EU commission), it just seems a global force is made for profit of only these guys sitting there. They do only care about themselves. Will then this new global force be different? I doubt so, this is the same sort of people.	contradict	stance
Is plastic surgery an important field of medicine?	If God didn't want people to be able to change the way they look, he wouldn't have made it possible to do so.	support	stance
Do we need a global environment task force?	Yes, humans are not only mainly responsible for all current environmental problems , but we are also directly affected. We face problems like natural catastrophies, destruction of farm land, destruction of inhabitable areas and loss of resources.	support	stance
